EMPRESA,PROYECTO,N° WM,NOMBRES,APELLIDOS,CARGO TRABAJADOR,MAIL,RUT,ESTADO PEATON,ESTADO CONDUCTOR/OPERADOR,TURNO,FECHA INGRESO TURNO,FECHA SALIDA TURNO,CargoReporte,DependenciaTurno,NOMBRE_RESPORTABILIDAD,APELLIDO_RESPORTABILIDAD,MAIL_RESPORTABILIDAD,TURNO_REPORTABILIDAD,FECHA_INGRESO_TURNO_RESPORTABILIDAD,FECHA_SALIDA_TURNO_RESPORTABILIDAD
Sondajes del Norte S.A.,Proyecto Sierra Alta,7,Gonzalo Alvaro,Opazo Perez,CHOFER DE SONDAJE,gonzalo.opazo@sondajesnorte.cl,20.315.685-5,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,7,Gonzalo Alvaro,Opazo Perez,CHOFER DE SONDAJE,gonzalo.opazo@sondajesnorte.cl,20.315.685-5,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,7,Gonzalo Alvaro,Opazo Perez,CHOFER DE SONDAJE,gonzalo.opazo@sondajesnorte.cl,20.315.685-5,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,8,Benjamin Pedro,Barraza Vargas,OPERADOR DE SONDAJE,benjamin.barraza@sondajesnorte.cl,17.787.127-3,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,8,Benjamin Pedro,Barraza Vargas,OPERADOR DE SONDAJE,benjamin.barraza@sondajesnorte.cl,17.787.127-3,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,8,Benjamin Pedro,Barraza Vargas,OPERADOR DE SONDAJE,benjamin.barraza@sondajesnorte.cl,17.787.127-3,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,9,Matias Daniel,Munoz Alarcon,AYUDANTE DE SONDAJE,matias.munoz@sondajesnorte.cl,14.700.173-8,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,9,Matias Daniel,Munoz Alarcon,AYUDANTE DE SONDAJE,matias.munoz@sondajesnorte.cl,14.700.173-8,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,9,Matias Daniel,Munoz Alarcon,AYUDANTE DE SONDAJE,matias.munoz@sondajesnorte.cl,14.700.173-8,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,11,Mauricio Manuel,Cornejo Araya,OPERADOR DE SONDAJE,mauricio.cornejo@sondajesnorte.cl,10.569.918-2,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,11,Mauricio Manuel,Cornejo Araya,OPERADOR DE SONDAJE,mauricio.cornejo@sondajesnorte.cl,10.569.918-2,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,11,Mauricio Manuel,Cornejo Araya,OPERADOR DE SONDAJE,mauricio.cornejo@sondajesnorte.cl,10.569.918-2,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,13,Mauricio Alejandro,Medina Lopez,AYUDANTE DE SONDAJE,mauricio.medina@sondajesnorte.cl,12.538.851-5,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,13,Mauricio Alejandro,Medina Lopez,AYUDANTE DE SONDAJE,mauricio.medina@sondajesnorte.cl,12.538.851-5,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,13,Mauricio Alejandro,Medina Lopez,AYUDANTE DE SONDAJE,mauricio.medina@sondajesnorte.cl,12.538.851-5,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,19,Gonzalo Carlos,Ramirez Ramirez,OPERADOR DE SONDAJE,gonzalo.ramirez@sondajesnorte.cl,14.473.148-4,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,19,Gonzalo Carlos,Ramirez Ramirez,OPERADOR DE SONDAJE,gonzalo.ramirez@sondajesnorte.cl,14.473.148-4,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,19,Gonzalo Carlos,Ramirez Ramirez,OPERADOR DE SONDAJE,gonzalo.ramirez@sondajesnorte.cl,14.473.148-4,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,21,Felipe Francisco,Torres Herrera,AYUDANTE DE SONDAJE,felipe.torres@sondajesnorte.cl,18.354.055-6,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,21,Felipe Francisco,Torres Herrera,AYUDANTE DE SONDAJE,felipe.torres@sondajesnorte.cl,18.354.055-6,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,21,Felipe Francisco,Torres Herrera,AYUDANTE DE SONDAJE,felipe.torres@sondajesnorte.cl,18.354.055-6,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,22,Daniela Monica,Hernandez Flores,OPERADOR DE SONDAJE,daniela.hernandez@sondajesnorte.cl,11.256.352-0,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,22,Daniela Monica,Hernandez Flores,OPERADOR DE SONDAJE,daniela.hernandez@sondajesnorte.cl,11.256.352-0,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,22,Daniela Monica,Hernandez Flores,OPERADOR DE SONDAJE,daniela.hernandez@sondajesnorte.cl,11.256.352-0,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,23,Gabriel Cristobal,Figueroa Bustamante,AYUDANTE DE SONDAJE,gabriel.figueroa@sondajesnorte.cl,24.833.209-3,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,23,Gabriel Cristobal,Figueroa Bustamante,AYUDANTE DE SONDAJE,gabriel.figueroa@sondajesnorte.cl,24.833.209-3,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,23,Gabriel Cristobal,Figueroa Bustamante,AYUDANTE DE SONDAJE,gabriel.figueroa@sondajesnorte.cl,24.833.209-3,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,26,Ivan Joaquin,Ibanez Riquelme,CHOFER DE SONDAJE,ivan.ibanez@sondajesnorte.cl,19.100.574-0,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,26,Ivan Joaquin,Ibanez Riquelme,CHOFER DE SONDAJE,ivan.ibanez@sondajesnorte.cl,19.100.574-0,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,26,Ivan Joaquin,Ibanez Riquelme,CHOFER DE SONDAJE,ivan.ibanez@sondajesnorte.cl,19.100.574-0,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,27,Tomas Pedro,Poblete Uribe,MECANICO,tomas.poblete@sondajesnorte.cl,10.057.612-0,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,27,Tomas Pedro,Poblete Uribe,MECANICO,tomas.poblete@sondajesnorte.cl,10.057.612-0,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,27,Tomas Pedro,Poblete Uribe,MECANICO,tomas.poblete@sondajesnorte.cl,10.057.612-0,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,28,Sergio Francisco,Olivares Flores,MECANICO,sergio.olivares@sondajesnorte.cl,19.066.444-9,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,28,Sergio Francisco,Olivares Flores,MECANICO,sergio.olivares@sondajesnorte.cl,19.066.444-9,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,28,Sergio Francisco,Olivares Flores,MECANICO,sergio.olivares@sondajesnorte.cl,19.066.444-9,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,47,Nicolas Rodrigo,Cabrera Nunez,AYUDANTE DE SONDAJE,nicolas.cabrera@sondajesnorte.cl,16.835.946-2,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,47,Nicolas Rodrigo,Cabrera Nunez,AYUDANTE DE SONDAJE,nicolas.cabrera@sondajesnorte.cl,16.835.946-2,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,47,Nicolas Rodrigo,Cabrera Nunez,AYUDANTE DE SONDAJE,nicolas.cabrera@sondajesnorte.cl,16.835.946-2,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,51,Joaquin Gonzalo,Poblete Cabrera,AYUDANTE DE SONDAJE,joaquin.poblete@sondajesnorte.cl,10.781.116-8,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,51,Joaquin Gonzalo,Poblete Cabrera,AYUDANTE DE SONDAJE,joaquin.poblete@sondajesnorte.cl,10.781.116-8,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,51,Joaquin Gonzalo,Poblete Cabrera,AYUDANTE DE SONDAJE,joaquin.poblete@sondajesnorte.cl,10.781.116-8,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,68,Fernando Andres,Flores Vidal,AYUDANTE DE SONDAJE,fernando.flores@sondajesnorte.cl,19.134.982-2,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,68,Fernando Andres,Flores Vidal,AYUDANTE DE SONDAJE,fernando.flores@sondajesnorte.cl,19.134.982-2,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,68,Fernando Andres,Flores Vidal,AYUDANTE DE SONDAJE,fernando.flores@sondajesnorte.cl,19.134.982-2,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,69,Sandra Natalia,Guzman Guzman,AYUDANTE DE SONDAJE,sandra.guzman@sondajesnorte.cl,10.553.772-7,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,69,Sandra Natalia,Guzman Guzman,AYUDANTE DE SONDAJE,sandra.guzman@sondajesnorte.cl,10.553.772-7,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,69,Sandra Natalia,Guzman Guzman,AYUDANTE DE SONDAJE,sandra.guzman@sondajesnorte.cl,10.553.772-7,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,83,Rodrigo Felipe,Godoy Villalobos,AYUDANTE DE SONDAJE,rodrigo.godoy@sondajesnorte.cl,16.695.075-9,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,83,Rodrigo Felipe,Godoy Villalobos,AYUDANTE DE SONDAJE,rodrigo.godoy@sondajesnorte.cl,16.695.075-9,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,83,Rodrigo Felipe,Godoy Villalobos,AYUDANTE DE SONDAJE,rodrigo.godoy@sondajesnorte.cl,16.695.075-9,ACREDITADO,ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,86,Tomas Matias,Riquelme Navarro,CHOFER DE SONDAJE,tomas.riquelme@sondajesnorte.cl,14.844.127-8,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,86,Tomas Matias,Riquelme Navarro,CHOFER DE SONDAJE,tomas.riquelme@sondajesnorte.cl,14.844.127-8,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,86,Tomas Matias,Riquelme Navarro,CHOFER DE SONDAJE,tomas.riquelme@sondajesnorte.cl,14.844.127-8,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,112,Alejandro Fernando,Vega Flores,OPERADOR DE SONDAJE,alejandro.vega@sondajesnorte.cl,11.910.440-8,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,112,Alejandro Fernando,Vega Flores,OPERADOR DE SONDAJE,alejandro.vega@sondajesnorte.cl,11.910.440-8,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,112,Alejandro Fernando,Vega Flores,OPERADOR DE SONDAJE,alejandro.vega@sondajesnorte.cl,11.910.440-8,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,117,Ivan Fernando,Zuniga Paredes,SOLDADOR,ivan.zuniga@sondajesnorte.cl,16.085.333-6,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,117,Ivan Fernando,Zuniga Paredes,SOLDADOR,ivan.zuniga@sondajesnorte.cl,16.085.333-6,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,117,Ivan Fernando,Zuniga Paredes,SOLDADOR,ivan.zuniga@sondajesnorte.cl,16.085.333-6,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,128,Roberto Mario,Morales Castro,AYUDANTE DE SONDAJE,roberto.morales@sondajesnorte.cl,16.761.146-K,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,128,Roberto Mario,Morales Castro,AYUDANTE DE SONDAJE,roberto.morales@sondajesnorte.cl,16.761.146-K,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,128,Roberto Mario,Morales Castro,AYUDANTE DE SONDAJE,roberto.morales@sondajesnorte.cl,16.761.146-K,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,129,Catalina Veronica,Riquelme Navarro,AYUDANTE DE SONDAJE,catalina.riquelme@sondajesnorte.cl,11.123.541-4,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,129,Catalina Veronica,Riquelme Navarro,AYUDANTE DE SONDAJE,catalina.riquelme@sondajesnorte.cl,11.123.541-4,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,129,Catalina Veronica,Riquelme Navarro,AYUDANTE DE SONDAJE,catalina.riquelme@sondajesnorte.cl,11.123.541-4,ACREDITADO,ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,145,Martin Alvaro,Figueroa Leiva,OPERADOR DE SONDAJE,martin.figueroa@sondajesnorte.cl,21.177.090-2,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,145,Martin Alvaro,Figueroa Leiva,OPERADOR DE SONDAJE,martin.figueroa@sondajesnorte.cl,21.177.090-2,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,145,Martin Alvaro,Figueroa Leiva,OPERADOR DE SONDAJE,martin.figueroa@sondajesnorte.cl,21.177.090-2,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,151,Alejandro Gabriel,Caceres Torres,OPERADOR DE SONDAJE,alejandro.caceres@sondajesnorte.cl,18.564.131-7,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,151,Alejandro Gabriel,Caceres Torres,OPERADOR DE SONDAJE,alejandro.caceres@sondajesnorte.cl,18.564.131-7,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@sondajesnorte.cl,C,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,151,Alejandro Gabriel,Caceres Torres,OPERADOR DE SONDAJE,alejandro.caceres@sondajesnorte.cl,18.564.131-7,ACREDITADO,NO ACREDITADO,C,2025-08-17,2025-08-26,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@sondajesnorte.cl,D,2025-08-17,2025-08-26
Sondajes del Norte S.A.,Proyecto Sierra Alta,160,Cristobal Maximiliano,Mendoza Araya,AYUDANTE DE SONDAJE,cristobal.mendoza@sondajesnorte.cl,13.276.915-K,ACREDITADO,NO ACREDITADO,D,2025-08-17,2025-08-26,SUPERVISOR,SI,Martin Emilio,Reyes Zuniga,martin.reyes@sondajesnorte.cl,C,2025-08-17,2025-08-26
